lon,lat,sedimentation_rate
-167.5,77.5,0.861709064338356
124.5,-2.5,2.00095516629517
153.5,-29.5,2.04668706282973
-161.5,37.5,0.113429086923134
-71.5,-23.5,1.83320266660303
-137.5,71.5,1.80602062027901
-123.5,46.5,2.02664034441113
158.5,51.5,2.33547459356487
-142.5,19.5,0.103402628155891
-115.5,-1.5,0.176899891812354
-80.5,-38.5,0.213081046240404
-113.5,11.5,0.20000510266982
-101.5,-23.5,0.206213648198172
-95.5,-39.5,0.240338311414234
-122.5,-13.5,0.206147291464731
-78.5,-27.5,0.190188104170375
-75.5,-43.5,1.09798007179052
-31.5,-37.5,0.253202102612704
149.5,4.5,0.100297962490004
70.5,66.5,2.19026021659374
-159.5,71.5,2.06347485072911
-32.5,44.5,0.484517076984048
152.5,19.5,0.0950461908360012
61.5,-1.5,0.239041255554184
-3.5,-10.5,0.265484035480768
-154.5,-75.5,1.60298740956932
-129.5,-4.5,0.171095263794996
-67.5,49.5,2.24636355414987
-81.5,77.5,2.32053897343576
-106.5,-2.5,0.247383839450777
-175.5,43.5,0.0990932894637808
4.5,-14.5,0.519970955792815
113.5,-5.5,2.16984190046787
-158.5,-28.5,0.118417425255757
-7.5,58.5,2.18179100193083
172.5,60.5,2.18752399086952
100.5,-51.5,0.383748352760449
8.5,82.5,0.805481511633843
88.5,-27.5,0.221551730646752
130.5,-0.5,1.88467476982623
-106.5,-35.5,0.206186508876272
137.5,-59.5,1.00464117713273
66.5,-60.5,0.987540930509567
-18.5,55.5,1.088528893888
-102.5,70.5,2.09733750671148
-109.5,-17.5,0.268284726189449
68.5,5.5,0.420634518377483
-14.5,0.5,0.438527407823131
149.5,-53.5,1.00767659023404
-52.5,-53.5,0.555873906705529
-66.5,-48.5,2.45742383413017
134.5,20.5,0.112440415250603
-150.5,1.5,0.0915030177566223
-138.5,47.5,0.184993623406626
4.5,52.5,1.87075580470264
27.5,-36.5,1.34052312932909
2.5,60.5,1.95321324281394
67.5,6.5,0.359557685442269
-73.5,-29.5,1.5875764656812
-178.5,-65.5,0.488463789224625
-100.5,2.5,0.251536228461191
-105.5,-54.5,0.322820153087378
-106.5,-29.5,0.219862165977247
48.5,-13.5,1.7019136575982
-84.5,-26.5,0.174509637872688
-107.5,-12.5,0.254353682976216
-9.5,-29.5,0.29629937489517
-116.5,-0.5,0.204463241971098
-152.5,-63.5,0.380690238671377
166.5,-70.5,1.99962430633605
-35.5,-45.5,0.24573050905019
-164.5,-6.5,0.102583624538966
73.5,-22.5,0.205349904717878
-74.5,-45.5,2.83606816083193
-95.5,70.5,2.62770359404385
108.5,-18.5,1.08678417745978
127.5,-47.5,0.425649748649448
99.5,-45.5,0.415089394664392
-127.5,21.5,0.168072467204183
119.5,-11.5,1.61364336963743
32.5,-68.5,2.35071196220815
-115.5,-52.5,0.333776319166645
105.5,-13.5,0.49738900270313
-154.5,76.5,1.10709515865892
46.5,-49.5,0.25073834694922
-144.5,-20.5,0.124777478049509
-131.5,-12.5,0.177915280801244
110.5,-59.5,0.763531716074795
-128.5,-34.5,0.192686682567
-158.5,21.5,0.131079825223424
-45.5,21.5,0.330889073666185
-76.5,74.5,2.25964025594294
79.5,-19.5,0.165047807968222
-62.5,48.5,1.71721901278943
173.5,-45.5,1.80278439074755
-148.5,-64.5,0.437811890151352
-144.5,80.5,0.714665919076651
161.5,-45.5,1.0452326387167
46.5,-38.5,0.328880414599553
-95.5,14.5,1.31878757383674
119.5,-52.5,0.383689184673131
-88.5,-65.5,0.513987673912197
108.5,-36.5,0.730396015569568
60.5,6.5,0.363280036253855
65.5,-34.5,0.142741642775945
-137.5,-10.5,0.128381652757525
-63.5,59.5,1.95383536629379
-117.5,-8.5,0.228840828640386
70.5,-2.5,0.3137934836559
-78.5,22.5,1.96744129061699
-58.5,62.5,1.51573435869068
-171.5,44.5,0.113978239824064
-160.5,-19.5,0.104214370367117
134.5,-6.5,1.82269909419119
-137.5,14.5,0.151323256432079
123.5,32.5,1.78374198731035
-9.5,-7.5,0.306357862427831
-21.5,2.5,0.387588574085385
71.5,-58.5,0.802729278802872
-147.5,-1.5,0.115411443402991
161.5,-64.5,0.904827436897904
20.5,37.5,1.8782198894769
111.5,-47.5,0.35804370418191
95.5,-32.5,0.225215902901255
-106.5,-3.5,0.261710054473951
-124.5,-29.5,0.211150923860259
173.5,-77.5,1.64914061315358
